occupancy_rate_at_booking,days_until_event,days_since_created,base_price,rule_based_multiplier,historical_adjustment,final_multiplier,purchase_price
0.18,39,49,1000,0.92,-0.078,0.84,840.0
0.65,43,32,1000,1.32,0.037,1.35,1350.0
0.85,2,18,1000,1.67,-0.065,1.61,1610.0
0.64,21,25,1000,1.32,-0.079,1.24,1240.0
0.48,22,30,1000,1.18,0.097,1.28,1280.0
0.84,38,89,1000,1.48,0.1,1.58,1580.0
0.69,13,82,1000,1.38,-0.053,1.33,1330.0
0.21,23,83,1000,0.95,0.032,0.99,990.0
0.41,41,59,1000,1.11,-0.076,1.04,1040.0
0.76,35,49,1000,1.41,-0.027,1.39,1390.0
0.62,14,74,1000,1.32,-0.073,1.24,1240.0
0.42,48,19,1000,1.12,0.102,1.22,1220.0
0.63,28,21,1000,1.31,0.01,1.32,1320.0
0.19,58,55,1000,0.92,0.029,0.95,950.0
0.09,25,63,1000,0.85,0.014,0.86,860.0
0.86,18,38,1000,1.51,0.117,1.63,1630.0
0.93,17,81,1000,1.57,-0.027,1.55,1550.0
0.92,51,76,1000,1.54,0.021,1.56,1560.0
0.75,32,71,1000,1.41,0.03,1.44,1440.0
0.58,27,43,1000,1.26,-0.034,1.23,1230.0
0.41,19,78,1000,1.13,-0.062,1.07,1070.0
0.42,5,27,1000,1.21,-0.059,1.15,1150.0
0.05,35,52,1000,0.81,0.075,0.88,880.0
0.55,27,3,1000,1.24,-0.062,1.18,1180.0
0.48,6,85,1000,1.24,0.103,1.35,1350.0
0.26,48,83,1000,0.98,-0.038,0.94,940.0
0.47,60,28,1000,1.16,-0.05,1.11,1110.0
0.89,52,7,1000,1.52,-0.041,1.48,1480.0
0.2,42,28,1000,0.93,0.102,1.04,1040.0
0.57,8,50,1000,1.3,0.037,1.34,1340.0
0.48,35,71,1000,1.17,0.074,1.25,1250.0
0.26,14,40,1000,1.01,-0.043,0.97,970.0
0.76,33,23,1000,1.41,-0.049,1.36,1360.0
0.89,23,24,1000,1.53,0.104,1.64,1640.0
0.81,56,29,1000,1.45,0.054,1.5,1500.0
0.92,45,80,1000,1.55,-0.064,1.48,1480.0
0.55,48,68,1000,1.23,-0.024,1.21,1210.0
0.38,10,69,1000,1.13,-0.047,1.08,1080.0
0.54,48,26,1000,1.22,0.067,1.29,1290.0
0.23,12,80,1000,0.99,0.1,1.09,1090.0
0.58,14,52,1000,1.28,-0.019,1.26,1260.0
0.58,27,87,1000,1.26,0.046,1.31,1310.0
0.75,6,81,1000,1.47,-0.019,1.45,1450.0
0.77,4,15,1000,1.52,-0.041,1.48,1480.0
0.74,48,64,1000,1.39,0.041,1.43,1430.0
0.63,37,73,1000,1.3,0.11,1.41,1410.0
0.4,53,52,1000,1.1,0.029,1.13,1130.0
0.84,6,53,1000,1.55,-0.007,1.54,1540.0
0.63,50,10,1000,1.3,-0.04,1.26,1260.0
0.6,17,33,1000,1.29,0.106,1.4,1400.0
0.78,16,55,1000,1.45,-0.038,1.41,1410.0
0.74,28,66,1000,1.4,0.078,1.48,1480.0
0.58,32,5,1000,1.26,0.087,1.35,1350.0
0.36,1,54,1000,1.36,0.057,1.41,1410.0
0.45,23,85,1000,1.16,-0.066,1.09,1090.0
0.91,38,11,1000,1.54,-0.05,1.49,1490.0
0.31,57,15,1000,1.02,0.083,1.11,1110.0
0.75,20,89,1000,1.42,0.117,1.53,1530.0
0.45,29,52,1000,1.15,-0.043,1.11,1110.0
0.62,23,49,1000,1.3,-0.044,1.26,1260.0
0.19,17,56,1000,0.94,-0.047,0.9,900.0
0.32,31,6,1000,1.04,-0.007,1.03,1030.0
0.89,8,14,1000,1.57,0.034,1.61,1610.0
0.55,16,30,1000,1.25,-0.052,1.2,1200.0
0.29,13,78,1000,1.04,0.006,1.04,1040.0
0.32,43,51,1000,1.04,-0.075,0.96,960.0
0.41,21,40,1000,1.13,-0.056,1.07,1070.0
0.54,23,77,1000,1.23,0.009,1.24,1240.0
0.24,28,55,1000,0.97,0.034,1.01,1010.0
0.39,1,44,1000,1.38,-0.072,1.31,1310.0
0.71,9,44,1000,1.41,0.05,1.46,1460.0
0.16,39,66,1000,0.9,0.091,0.99,990.0
0.2,48,9,1000,0.93,0.052,0.98,980.0
0.43,4,64,1000,1.24,-0.063,1.17,1170.0
0.56,60,9,1000,1.24,-0.074,1.16,1160.0
0.47,52,66,1000,1.16,0.116,1.28,1280.0
0.3,22,87,1000,1.03,0.05,1.08,1080.0
0.18,29,87,1000,0.92,-0.011,0.91,910.0
0.98,59,10,1000,1.59,-0.019,1.57,1570.0
0.63,16,44,1000,1.32,0.077,1.4,1400.0
0.95,42,66,1000,1.57,0.072,1.64,1640.0
0.41,46,10,1000,1.11,-0.054,1.06,1060.0
0.76,23,65,1000,1.42,0.082,1.5,1500.0
0.87,35,66,1000,1.51,0.063,1.57,1570.0
0.87,46,56,1000,1.5,-0.016,1.49,1490.0
0.26,7,9,1000,1.05,-0.017,1.03,1030.0
0.39,58,50,1000,1.09,0.01,1.1,1100.0
0.45,12,11,1000,1.18,-0.033,1.15,1150.0
0.76,5,45,1000,1.5,0.003,1.5,1500.0
0.36,13,76,1000,1.1,0.023,1.12,1120.0
0.36,37,11,1000,1.07,-0.076,1.0,1000.0
0.58,7,68,1000,1.32,-0.005,1.31,1310.0
0.39,1,8,1000,1.38,-0.071,1.31,1310.0
0.26,2,62,1000,1.17,0.046,1.22,1220.0
0.97,37,22,1000,1.59,0.013,1.6,1600.0
0.44,19,69,1000,1.15,0.02,1.17,1170.0
0.4,25,46,1000,1.11,-0.047,1.07,1070.0
0.09,24,67,1000,0.85,-0.042,0.81,810.0
0.71,34,23,1000,1.37,-0.047,1.32,1320.0
0.68,46,31,1000,1.34,-0.053,1.29,1290.0
0.28,27,76,1000,1.01,-0.06,0.95,950.0
0.77,17,59,1000,1.44,-0.05,1.39,1390.0
0.14,56,87,1000,0.88,-0.044,0.84,840.0
0.1,29,34,1000,0.85,-0.003,0.85,850.0
0.64,32,70,1000,1.31,-0.037,1.28,1280.0
0.78,4,37,1000,1.53,-0.004,1.53,1530.0
0.93,32,3,1000,1.56,0.104,1.66,1660.0
0.32,7,59,1000,1.1,-0.049,1.05,1050.0
0.75,49,45,1000,1.4,0.036,1.44,1440.0
0.98,21,43,1000,1.61,-0.045,1.57,1570.0
0.28,12,62,1000,1.03,-0.049,0.98,980.0
0.63,9,25,1000,1.35,0.09,1.44,1440.0
0.17,54,8,1000,0.91,-0.054,0.85,850.0
0.41,14,29,1000,1.14,0.015,1.15,1150.0
0.16,23,70,1000,0.91,-0.078,0.83,830.0
0.74,45,55,1000,1.39,0.084,1.48,1480.0
0.55,32,77,1000,1.24,0.055,1.29,1290.0
0.87,29,19,1000,1.51,0.07,1.58,1580.0
0.85,47,24,1000,1.48,-0.045,1.44,1440.0
0.06,30,68,1000,0.82,0.116,0.94,940.0
0.56,54,32,1000,1.24,0.04,1.28,1280.0
0.89,39,28,1000,1.52,-0.052,1.47,1470.0
0.13,38,31,1000,0.88,0.039,0.92,920.0
0.15,2,88,1000,1.08,0.082,1.16,1160.0
0.72,8,59,1000,1.43,0.025,1.45,1450.0
0.37,54,58,1000,1.08,-0.004,1.07,1070.0
0.81,45,38,1000,1.45,0.051,1.5,1500.0
0.38,37,24,1000,1.09,0.109,1.2,1200.0
0.4,29,65,1000,1.11,0.093,1.2,1200.0
0.99,14,58,1000,1.63,-0.026,1.61,1610.0
0.57,58,41,1000,1.24,-0.032,1.21,1210.0
0.51,36,33,1000,1.2,0.082,1.28,1280.0
0.35,7,82,1000,1.12,-0.074,1.05,1050.0
0.25,13,26,1000,1.01,0.016,1.02,1020.0
0.35,23,3,1000,1.07,0.037,1.11,1110.0
0.24,4,62,1000,1.07,-0.028,1.05,1050.0
0.29,26,39,1000,1.02,-0.017,1.0,1000.0
0.45,9,79,1000,1.19,0.025,1.22,1220.0
0.58,32,74,1000,1.26,-0.039,1.22,1220.0
0.85,59,24,1000,1.48,0.067,1.55,1550.0
0.82,10,12,1000,1.5,0.063,1.56,1560.0
0.69,33,6,1000,1.35,0.116,1.47,1470.0
0.2,40,42,1000,0.93,0.055,0.99,990.0
0.3,7,28,1000,1.08,0.009,1.09,1090.0
0.23,8,72,1000,1.01,0.115,1.13,1130.0
0.86,31,12,1000,1.5,-0.072,1.43,1430.0
0.71,32,71,1000,1.37,0.091,1.46,1460.0
0.83,23,86,1000,1.48,0.011,1.49,1490.0
0.59,50,66,1000,1.26,0.073,1.34,1340.0
0.06,10,89,1000,0.86,-0.072,0.78,780.0
0.53,37,8,1000,1.22,0.045,1.26,1260.0
0.71,51,48,1000,1.37,-0.046,1.32,1320.0
0.88,49,88,1000,1.51,-0.035,1.48,1480.0
0.65,59,45,1000,1.31,0.07,1.38,1380.0
0.29,57,53,1000,1.01,0.017,1.02,1020.0
0.2,11,32,1000,0.97,-0.042,0.93,930.0
0.84,59,75,1000,1.47,-0.029,1.45,1450.0
0.35,26,54,1000,1.07,0.091,1.16,1160.0
0.55,42,79,1000,1.23,-0.014,1.22,1220.0
0.97,46,62,1000,1.59,0.12,1.71,1710.0
0.24,59,76,1000,0.96,-0.054,0.91,910.0
0.71,20,9,1000,1.38,0.109,1.49,1490.0
0.88,41,90,1000,1.51,0.118,1.63,1630.0
0.67,35,2,1000,1.34,0.034,1.37,1370.0
0.15,8,36,1000,0.94,-0.049,0.89,890.0
0.06,10,3,1000,0.86,0.069,0.92,920.0
0.13,53,80,1000,0.87,-0.027,0.84,840.0
0.08,14,24,1000,0.86,0.074,0.93,930.0
0.48,32,55,1000,1.18,0.117,1.29,1290.0
0.08,16,38,1000,0.85,-0.008,0.85,850.0
0.81,15,4,1000,1.48,0.072,1.55,1550.0
0.05,0,68,1000,1.39,-0.068,1.32,1320.0
0.34,47,90,1000,1.05,0.012,1.06,1060.0
0.48,0,34,1000,1.76,0.068,1.83,1830.0
0.99,54,39,1000,1.6,0.03,1.63,1630.0
0.3,20,52,1000,1.03,0.065,1.1,1100.0
0.78,40,24,1000,1.43,-0.064,1.36,1360.0
0.54,7,82,1000,1.28,0.058,1.34,1340.0
0.16,51,48,1000,0.9,0.023,0.92,920.0
0.81,19,27,1000,1.47,0.084,1.55,1550.0
0.25,23,74,1000,0.99,0.044,1.03,1030.0
0.28,17,21,1000,1.02,0.008,1.03,1030.0
0.35,13,65,1000,1.09,0.118,1.21,1210.0
0.38,13,35,1000,1.12,-0.053,1.06,1060.0
0.65,54,19,1000,1.31,-0.048,1.27,1270.0
0.97,18,64,1000,1.61,0.051,1.66,1660.0
0.6,33,4,1000,1.28,0.077,1.35,1350.0
0.94,60,25,1000,1.56,0.057,1.62,1620.0
0.61,53,37,1000,1.28,-0.036,1.24,1240.0
0.76,13,40,1000,1.44,0.039,1.48,1480.0
0.7,7,21,1000,1.42,-0.076,1.34,1340.0
0.91,3,25,1000,1.67,-0.02,1.65,1650.0
0.15,11,66,1000,0.93,-0.04,0.89,890.0
0.11,28,85,1000,0.86,-0.017,0.85,850.0
0.11,18,8,1000,0.88,-0.054,0.82,820.0
0.83,41,81,1000,1.47,-0.06,1.41,1410.0
0.7,22,69,1000,1.37,0.021,1.39,1390.0
0.16,10,53,1000,0.94,0.028,0.97,970.0
0.15,48,18,1000,0.89,-0.068,0.82,820.0
0.96,37,6,1000,1.58,0.094,1.68,1680.0
0.91,54,73,1000,1.53,-0.013,1.52,1520.0
0.09,47,9,1000,0.84,0.081,0.92,920.0
0.68,44,28,1000,1.34,-0.018,1.32,1320.0
0.23,10,63,1000,1.0,-0.074,0.93,930.0
0.74,3,82,1000,1.53,0.031,1.56,1560.0
0.55,58,24,1000,1.23,0.042,1.27,1270.0
0.75,31,78,1000,1.41,0.092,1.5,1500.0
0.73,3,20,1000,1.52,0.021,1.54,1540.0
0.73,33,84,1000,1.39,-0.012,1.38,1380.0
0.74,38,14,1000,1.39,0.047,1.44,1440.0
0.86,24,38,1000,1.5,-0.065,1.44,1440.0
0.98,60,47,1000,1.59,-0.007,1.59,1590.0
0.87,30,69,1000,1.51,0.118,1.63,1630.0
0.14,45,22,1000,0.88,-0.004,0.88,880.0
0.95,33,15,1000,1.58,0.097,1.67,1670.0
0.9,1,38,1000,1.82,0.036,1.85,1850.0
0.57,4,31,1000,1.35,0.111,1.47,1470.0
0.76,59,89,1000,1.41,0.063,1.47,1470.0
0.1,13,46,1000,0.88,0.067,0.94,940.0
0.91,30,1,1000,1.54,0.055,1.6,1600.0
0.87,29,66,1000,1.51,-0.008,1.5,1500.0
0.82,42,63,1000,1.46,-0.024,1.44,1440.0
0.62,43,52,1000,1.29,-0.004,1.29,1290.0
0.07,4,64,1000,0.93,0.025,0.95,950.0
0.94,0,81,1000,2.15,-0.072,2.08,2080.0
0.75,30,44,1000,1.41,0.115,1.52,1520.0
0.14,35,75,1000,0.89,-0.07,0.82,820.0
0.78,25,20,1000,1.44,0.113,1.55,1550.0
0.63,24,57,1000,1.31,0.088,1.4,1400.0
0.17,35,4,1000,0.91,-0.024,0.89,890.0
0.96,51,36,1000,1.58,0.076,1.65,1650.0
0.53,55,69,1000,1.21,0.039,1.25,1250.0
0.39,10,38,1000,1.14,-0.035,1.1,1100.0
0.86,47,33,1000,1.49,-0.015,1.48,1480.0
0.94,24,17,1000,1.57,0.006,1.58,1580.0
0.36,60,82,1000,1.07,-0.068,1.0,1000.0
0.28,13,80,1000,1.03,0.12,1.15,1150.0
0.4,24,40,1000,1.11,-0.005,1.11,1110.0
0.7,59,36,1000,1.35,-0.0,1.35,1350.0
0.9,1,58,1000,1.82,-0.039,1.78,1780.0
0.28,28,12,1000,1.01,-0.055,0.95,950.0
0.63,12,50,1000,1.33,0.054,1.39,1390.0
0.28,46,33,1000,1.0,0.072,1.07,1070.0
0.63,14,29,1000,1.33,-0.056,1.27,1270.0
0.33,32,1,1000,1.05,-0.006,1.04,1040.0
0.67,53,22,1000,1.33,0.005,1.34,1340.0
0.42,13,65,1000,1.15,0.089,1.24,1240.0
0.54,47,68,1000,1.22,-0.036,1.19,1190.0
0.92,57,69,1000,1.54,0.104,1.65,1650.0
0.12,30,16,1000,0.87,0.053,0.92,920.0
0.4,12,62,1000,1.14,0.001,1.14,1140.0
0.75,55,18,1000,1.4,0.018,1.42,1420.0
0.94,30,29,1000,1.57,-0.042,1.53,1530.0
0.54,42,15,1000,1.22,-0.053,1.17,1170.0
0.9,6,4,1000,1.6,0.026,1.63,1630.0
0.2,56,51,1000,0.93,0.054,0.98,980.0
0.57,41,65,1000,1.25,0.056,1.3,1300.0
0.08,50,24,1000,0.83,0.074,0.9,900.0
0.89,44,2,1000,1.52,-0.019,1.5,1500.0
0.76,45,4,1000,1.41,-0.057,1.35,1350.0
0.79,41,12,1000,1.44,0.035,1.47,1470.0
0.68,48,59,1000,1.34,-0.06,1.28,1280.0
0.81,58,83,1000,1.45,-0.013,1.44,1440.0
0.71,32,43,1000,1.37,-0.0,1.37,1370.0
0.65,20,28,1000,1.33,-0.044,1.29,1290.0
0.63,39,16,1000,1.3,-0.061,1.24,1240.0
0.64,7,82,1000,1.37,-0.062,1.31,1310.0
0.48,20,12,1000,1.19,0.003,1.19,1190.0
0.35,38,60,1000,1.06,0.077,1.14,1140.0
0.23,31,39,1000,0.96,-0.027,0.94,940.0
0.93,37,32,1000,1.56,0.082,1.64,1640.0
0.16,39,84,1000,0.9,-0.012,0.89,890.0
0.88,41,78,1000,1.51,-0.014,1.5,1500.0
0.25,54,17,1000,0.97,-0.004,0.97,970.0
0.43,21,75,1000,1.14,-0.057,1.09,1090.0
0.75,51,77,1000,1.4,-0.038,1.36,1360.0
0.08,13,32,1000,0.86,0.03,0.89,890.0
0.34,8,13,1000,1.11,-0.023,1.08,1080.0
0.15,52,22,1000,0.89,0.062,0.95,950.0
0.27,0,24,1000,1.58,0.111,1.69,1690.0
0.52,21,71,1000,1.22,0.059,1.28,1280.0
0.98,58,36,1000,1.59,0.059,1.65,1650.0
0.67,18,71,1000,1.35,-0.008,1.34,1340.0
0.76,6,75,1000,1.48,-0.074,1.41,1410.0
0.16,44,73,1000,0.9,0.047,0.95,950.0
0.45,57,73,1000,1.14,0.074,1.22,1220.0
0.85,24,36,1000,1.5,0.023,1.52,1520.0
0.59,2,19,1000,1.45,0.09,1.54,1540.0
0.73,3,56,1000,1.52,-0.049,1.47,1470.0
0.34,29,75,1000,1.06,-0.063,1.0,1000.0
0.35,3,85,1000,1.2,0.052,1.25,1250.0
0.82,37,18,1000,1.46,0.067,1.53,1530.0
0.96,10,22,1000,1.62,0.048,1.67,1670.0
0.96,60,32,1000,1.58,-0.018,1.56,1560.0
0.24,25,85,1000,0.98,-0.078,0.9,900.0
0.76,0,40,1000,2.0,0.062,2.06,2060.0
0.71,19,15,1000,1.38,0.116,1.5,1500.0
0.93,58,34,1000,1.55,0.029,1.58,1580.0
0.26,37,43,1000,0.99,0.018,1.01,1010.0
0.23,13,14,1000,0.99,0.102,1.09,1090.0
0.85,17,45,1000,1.51,0.073,1.58,1580.0
0.18,43,90,1000,0.92,0.073,0.99,990.0
0.43,48,67,1000,1.13,-0.029,1.1,1100.0
0.61,47,28,1000,1.28,0.052,1.33,1330.0
0.44,47,50,1000,1.14,-0.023,1.11,1110.0
0.36,19,56,1000,1.09,-0.054,1.03,1030.0
0.73,39,84,1000,1.39,-0.062,1.32,1320.0
0.4,34,32,1000,1.11,0.004,1.11,1110.0
0.98,13,39,1000,1.63,0.094,1.72,1720.0
0.83,6,66,1000,1.54,0.07,1.61,1610.0
0.26,6,37,1000,1.06,-0.001,1.06,1060.0
0.33,21,71,1000,1.06,0.041,1.1,1100.0
0.36,8,12,1000,1.12,-0.034,1.09,1090.0
0.72,53,44,1000,1.37,-0.058,1.32,1320.0
0.45,45,32,1000,1.15,-0.078,1.07,1070.0
0.49,26,37,1000,1.19,0.048,1.24,1240.0
0.48,53,20,1000,1.17,-0.077,1.09,1090.0
0.41,16,43,1000,1.13,0.051,1.18,1180.0
0.95,51,2,1000,1.57,0.061,1.63,1630.0
0.84,6,15,1000,1.55,0.033,1.58,1580.0
0.86,56,46,1000,1.49,0.003,1.49,1490.0
0.42,36,46,1000,1.12,-0.05,1.07,1070.0
0.61,41,28,1000,1.28,0.008,1.29,1290.0
0.17,0,51,1000,1.49,0.055,1.55,1550.0
0.41,49,82,1000,1.11,-0.07,1.04,1040.0
0.39,8,1,1000,1.15,-0.065,1.08,1080.0
0.32,30,8,1000,1.04,0.064,1.11,1110.0
0.75,40,12,1000,1.4,0.021,1.42,1420.0
0.44,57,26,1000,1.13,0.002,1.14,1140.0
0.31,59,71,1000,1.02,-0.007,1.02,1020.0
0.92,48,71,1000,1.54,-0.022,1.52,1520.0
0.2,2,89,1000,1.12,-0.004,1.12,1120.0
0.86,58,29,1000,1.49,0.098,1.59,1590.0
0.68,28,28,1000,1.35,0.048,1.4,1400.0
0.4,32,33,1000,1.11,0.046,1.15,1150.0
0.6,43,61,1000,1.27,-0.003,1.27,1270.0
0.22,52,14,1000,0.95,0.038,0.99,990.0
0.59,27,35,1000,1.27,0.009,1.28,1280.0
0.98,3,24,1000,1.73,0.055,1.79,1790.0
0.48,19,66,1000,1.19,-0.071,1.12,1120.0
0.32,27,82,1000,1.04,-0.067,0.98,980.0
0.8,21,68,1000,1.46,-0.055,1.4,1400.0
0.72,55,73,1000,1.37,0.096,1.47,1470.0
0.89,55,54,1000,1.52,0.109,1.63,1630.0
0.1,2,17,1000,1.03,0.065,1.1,1100.0
0.72,6,32,1000,1.45,0.027,1.47,1470.0
0.89,22,1,1000,1.53,-0.074,1.46,1460.0
0.49,60,22,1000,1.18,-0.003,1.17,1170.0
0.51,28,60,1000,1.2,0.008,1.21,1210.0
0.8,50,49,1000,1.44,-0.078,1.36,1360.0
0.7,56,70,1000,1.36,0.103,1.46,1460.0
0.62,47,25,1000,1.29,0.036,1.33,1330.0
0.46,54,27,1000,1.15,0.009,1.16,1160.0
0.18,21,22,1000,0.93,0.075,1.01,1010.0
0.86,5,71,1000,1.58,0.074,1.66,1660.0
0.84,44,84,1000,1.48,0.068,1.55,1550.0
0.9,47,59,1000,1.53,0.017,1.54,1540.0
0.41,43,15,1000,1.11,0.096,1.21,1210.0
0.4,36,58,1000,1.11,-0.017,1.09,1090.0
0.09,6,62,1000,0.91,0.116,1.03,1030.0
0.35,41,33,1000,1.06,0.081,1.14,1140.0
0.74,33,8,1000,1.4,-0.038,1.36,1360.0
0.12,19,87,1000,0.88,-0.036,0.85,850.0
0.75,25,22,1000,1.41,-0.024,1.39,1390.0
0.61,49,80,1000,1.28,0.024,1.3,1300.0
0.78,28,18,1000,1.43,0.056,1.49,1490.0
0.59,45,37,1000,1.26,0.059,1.32,1320.0
0.15,38,60,1000,0.89,0.008,0.9,900.0
0.46,42,60,1000,1.15,-0.003,1.15,1150.0
0.37,2,41,1000,1.26,-0.057,1.21,1210.0
0.43,38,77,1000,1.13,0.015,1.15,1150.0
0.86,15,8,1000,1.52,0.029,1.55,1550.0
0.47,19,72,1000,1.18,0.024,1.2,1200.0
0.58,8,23,1000,1.31,-0.014,1.3,1300.0
0.77,41,76,1000,1.42,0.041,1.46,1460.0
0.9,16,47,1000,1.55,0.071,1.62,1620.0
0.09,47,60,1000,0.84,0.066,0.9,900.0
0.52,16,46,1000,1.23,0.038,1.27,1270.0
0.1,27,53,1000,0.86,-0.003,0.85,850.0
0.71,60,71,1000,1.36,0.069,1.43,1430.0
0.47,1,42,1000,1.45,-0.012,1.44,1440.0
0.59,26,6,1000,1.27,0.001,1.27,1270.0
0.13,47,57,1000,0.87,0.046,0.92,920.0
0.53,29,3,1000,1.22,-0.073,1.15,1150.0
0.16,20,33,1000,0.91,0.056,0.97,970.0
0.44,8,38,1000,1.19,0.099,1.29,1290.0
0.3,14,62,1000,1.04,-0.06,0.99,990.0
0.8,24,87,1000,1.45,0.0,1.45,1450.0
0.11,48,9,1000,0.86,0.076,0.93,930.0
0.84,5,14,1000,1.56,0.116,1.68,1680.0
0.82,3,10,1000,1.6,0.065,1.66,1660.0
0.18,10,3,1000,0.96,0.019,0.98,980.0
0.4,46,17,1000,1.1,-0.002,1.1,1100.0
0.1,12,86,1000,0.88,0.111,0.99,990.0
0.83,46,71,1000,1.47,-0.037,1.43,1430.0
0.98,23,70,1000,1.61,0.116,1.72,1720.0
0.73,7,26,1000,1.45,0.079,1.52,1520.0
0.96,58,69,1000,1.58,0.033,1.61,1610.0
0.93,14,59,1000,1.58,0.047,1.63,1630.0
0.45,17,65,1000,1.17,-0.066,1.1,1100.0
0.2,29,19,1000,0.94,-0.043,0.9,900.0
0.63,32,51,1000,1.3,-0.069,1.24,1240.0
0.74,53,1,1000,1.39,0.004,1.39,1390.0
0.36,44,6,1000,1.07,0.109,1.18,1180.0
0.17,28,23,1000,0.92,0.02,0.93,930.0
0.23,47,27,1000,0.96,0.046,1.0,1000.0
0.98,22,77,1000,1.61,-0.058,1.55,1550.0
0.35,49,51,1000,1.06,-0.052,1.01,1010.0
0.67,0,56,1000,1.92,0.008,1.93,1930.0
0.7,0,8,1000,1.94,0.078,2.02,2020.0
0.14,51,48,1000,0.88,-0.05,0.83,830.0
0.39,51,61,1000,1.09,0.017,1.11,1110.0
0.44,13,15,1000,1.17,0.068,1.23,1230.0
0.32,46,37,1000,1.03,-0.05,0.99,990.0
0.78,6,51,1000,1.5,0.117,1.62,1620.0
0.39,46,76,1000,1.09,0.099,1.19,1190.0
0.58,9,58,1000,1.3,-0.005,1.3,1300.0
0.23,26,37,1000,0.97,-0.022,0.95,950.0
0.55,5,14,1000,1.32,0.012,1.33,1330.0
0.58,7,5,1000,1.32,0.031,1.35,1350.0
0.9,40,41,1000,1.53,-0.038,1.49,1490.0
0.2,11,11,1000,0.97,0.089,1.06,1060.0
0.6,12,61,1000,1.31,0.094,1.4,1400.0
0.56,4,83,1000,1.35,-0.029,1.32,1320.0
0.41,12,48,1000,1.14,0.011,1.16,1160.0
0.74,46,54,1000,1.39,-0.078,1.31,1310.0
0.41,36,56,1000,1.11,0.103,1.22,1220.0
0.32,11,13,1000,1.07,0.043,1.12,1120.0
0.89,36,16,1000,1.52,0.057,1.58,1580.0
0.79,3,84,1000,1.57,0.064,1.64,1640.0
0.28,17,20,1000,1.02,-0.003,1.02,1020.0
0.07,4,83,1000,0.93,-0.026,0.9,900.0
0.15,41,14,1000,0.89,-0.051,0.84,840.0
0.42,17,52,1000,1.14,0.032,1.17,1170.0
0.86,58,41,1000,1.49,-0.077,1.41,1410.0
0.11,53,47,1000,0.85,0.042,0.9,900.0
0.95,34,13,1000,1.57,0.107,1.68,1680.0
0.54,55,36,1000,1.22,0.04,1.26,1260.0
0.83,47,66,1000,1.47,-0.066,1.4,1400.0
0.57,42,50,1000,1.25,0.066,1.31,1310.0
0.38,38,90,1000,1.09,-0.049,1.04,1040.0
0.72,44,3,1000,1.38,-0.027,1.35,1350.0
0.79,21,76,1000,1.45,0.029,1.48,1480.0
0.6,11,68,1000,1.31,0.03,1.34,1340.0
0.71,9,19,1000,1.41,0.065,1.48,1480.0
0.06,32,87,1000,0.82,0.071,0.89,890.0
0.54,18,3,1000,1.24,0.041,1.28,1280.0
0.93,21,19,1000,1.57,0.042,1.61,1610.0
0.59,35,18,1000,1.27,0.106,1.37,1370.0
0.26,46,55,1000,0.98,-0.015,0.97,970.0
0.82,48,85,1000,1.46,0.116,1.57,1570.0
0.22,21,58,1000,0.96,0.037,1.0,1000.0
0.3,36,45,1000,1.02,-0.012,1.01,1010.0
0.93,10,19,1000,1.6,-0.062,1.53,1530.0
0.29,9,25,1000,1.06,0.006,1.06,1060.0
0.94,49,88,1000,1.56,0.011,1.57,1570.0
0.94,10,60,1000,1.6,0.108,1.71,1710.0
0.8,27,71,1000,1.45,-0.053,1.4,1400.0
0.4,52,8,1000,1.1,-0.027,1.07,1070.0
0.87,30,51,1000,1.51,-0.073,1.44,1440.0
0.25,8,28,1000,1.03,0.004,1.03,1030.0
0.15,6,31,1000,0.96,0.048,1.01,1010.0
0.45,41,70,1000,1.15,-0.007,1.14,1140.0
0.05,21,67,1000,0.82,0.095,0.92,920.0
0.74,2,83,1000,1.58,0.014,1.59,1590.0
0.66,25,54,1000,1.33,0.008,1.34,1340.0
0.63,33,35,1000,1.3,-0.065,1.24,1240.0
0.25,47,9,1000,0.97,-0.03,0.95,950.0
0.56,50,83,1000,1.24,0.068,1.31,1310.0
0.28,48,46,1000,1.0,0.095,1.1,1100.0
0.58,26,27,1000,1.27,0.073,1.34,1340.0
0.93,2,41,1000,1.74,-0.007,1.73,1730.0
0.77,0,30,1000,2.0,0.033,2.04,2040.0
0.59,26,51,1000,1.27,0.046,1.32,1320.0
0.43,12,34,1000,1.16,0.07,1.23,1230.0
0.35,19,42,1000,1.08,-0.005,1.07,1070.0
0.25,58,76,1000,0.97,-0.009,0.96,960.0
0.56,2,85,1000,1.43,0.089,1.52,1520.0
0.56,42,29,1000,1.24,0.106,1.35,1350.0
0.88,31,27,1000,1.52,0.044,1.56,1560.0
0.36,14,64,1000,1.1,-0.051,1.05,1050.0
0.77,60,80,1000,1.41,0.027,1.44,1440.0
0.59,14,54,1000,1.29,-0.066,1.23,1230.0
0.91,23,59,1000,1.55,-0.012,1.54,1540.0
0.09,3,44,1000,0.98,0.077,1.05,1050.0
0.89,28,40,1000,1.53,-0.064,1.46,1460.0
0.07,56,12,1000,0.82,-0.032,0.79,790.0
0.71,3,49,1000,1.5,0.065,1.57,1570.0
0.77,25,49,1000,1.43,-0.077,1.35,1350.0
0.4,44,26,1000,1.1,0.043,1.15,1150.0
0.96,23,31,1000,1.59,0.059,1.65,1650.0
0.25,9,71,1000,1.02,-0.005,1.02,1020.0
0.58,37,87,1000,1.26,-0.068,1.19,1190.0
